cod_assunto;cod_item_pai;artigo;dispositivo_legal;nome;glossario
11,355;11,308;305;CPM;Concussão;Concussão Art. 305. Exigir, para si ou para outrem, direta ou indiretamente, ainda que fora da função ou antes de assumi-la, mas em razão dela, vantagem indevida: Pena - reclusão, de dois a oito anos.
11,356;11,308;307;CPM;Desvio;Art. 307. Desviar, em proveito próprio ou de outrem, o que recebeu indevidamente, em razão do cargo ou função, para recolher aos cofres públicos: Pena - reclusão, de dois a doze anos.
11,357;11,308;306;CPM;Excesso de exação;Art. 306. Exigir imposto, taxa ou emolumento que sabe indevido, ou, quando devido, empregar na cobrança meio vexatório ou gravoso, que a lei não autoriza: Pena - detenção, de seis meses a dois anos.
11,358;11,072;345;CPM;Auto-acusação falsa;Auto-acusação falsa Art. 345. Acusar-se, perante a autoridade, de crime sujeito à jurisdição militar, inexistente ou praticado por outrem: Pena - detenção, de três meses a um ano.
11,359;11,072;342;CPM;Coação;Coação Art. 342. Usar de violência ou grave ameaça, com o fim de favorecer interêsse próprio ou alheio, contra autoridade, parte, ou qualquer outra pessoa que funciona, ou é chamada a intervir em inquérito policial, processo administrativo ou judicial militar: Pena - reclusão, até quatro anos, além da pena correspondente à violência.
11,36;11,072;344;CPM;Comunicação falsa de crime;Comunicação falsa de crime Art. 344. Provocar a ação da autoridade, comunicando-lhe a ocorrência de crime sujeito à jurisdição militar, que sabe não se ter verificado: Pena - detenção, até seis meses.
11,361;11,072;347;CPM;Corrupção ativa de testemunha, perito ou intérprete;Corrupção ativa de testemunha, perito ou intérprete Art. 347. Dar, oferecer ou prometer dinheiro ou qualquer outra vantagem a testemunha, perito, tradutor ou intérprete, para fazer afirmação falsa, negar ou calar a verdade em depoimento, perícia, tradução ou interpretação, em inquérito policial, processo administrativo ou judicial, militar, ainda que a oferta não seja aceita: Pena - reclusão, de dois a oito anos.
11,362;11,072;343;CPM;Denunciação caluniosa;Denunciação caluniosa Art. 343. Dar causa à instauração de inquérito policial ou processo judicial militar contra alguém, imputando-lhe crime sujeito à jurisdição militar, de que o sabe inocente: Pena - reclusão, de dois a oito anos. Agravação de pena Parágrafo único. A pena é agravada, se o agente se serve do anonimato ou de nome suposto.
11,363;11,072;341;CPM;Desacato;Desacato Art. 341. Desacatar autoridade judiciária militar no exercício da função ou em razão dela: Pena - reclusão, até quatro anos.
11,364;11,072;349;CPM;Desobediência a decisão judicial;Desobediência a decisão judicial Art. 349. Deixar, sem justa causa, de cumprir decisão da Justiça Militar, ou retardar ou fraudar o seu cumprimento: Pena - detenção, de três meses a um ano. 1º No caso de transgressão dos arts. 116, 117 e 118, a pena será cumprida sem prejuízo da execução da medida de segurança. 2º Nos casos do art. 118 e seus §§ 1º e 2º, a pena pela desobediência é aplicada ao representante, ou representantes legais, do estabelecimento, sociedade ou associação.
11,365;11,072;354;CPM;Desobediência a decisão sobre perda ou suspensão de atividade ou direito;Desobediência a decisão sôbre perda ou suspensão de atividade ou direito Art. 354. Exercer função, atividade, direito, autoridade ou múnus, de que foi suspenso ou privado por decisão da Justiça Militar: Pena - detenção, de três meses a dois anos.
11,366;11,072;353;CPM;Exploração de prestígio;Exploração de prestígio Art. 353. Solicitar ou receber dinheiro ou qualquer outra utilidade, a pretexto de influir em juiz, órgão do Ministério Público, funcionário de justiça, perito, tradutor, intérprete ou testemunha, na Justiça Militar: Pena - reclusão, até cinco anos. Aumento de pena Parágrafo único. A pena é aumentada de um têrço, se o agente alega ou insinua que o dinheiro ou utilidade também se destina a qualquer das pessoas referidas no artigo.
11,367;11,072;346;CPM;Falso testemunho ou falsa perícia;Falso testemunho ou falsa perícia Art. 346. Fazer afirmação falsa, ou negar ou calar a verdade, como testemunha, perito, tradutor ou intérprete, em inquérito policial, processo administrativo ou judicial, militar: Pena - reclusão, de dois a seis anos. Aumento de pena 1º A pena aumenta-se de um têrço, se o crime é praticado mediante subôrno. Retratação 2º O fato deixa de ser punível, se, antes da sentença o agente se retrata ou declara a verdade.
11,368;11,072;350;CPM;Favorecimento pessoal;Favorecimento pessoal Art. 350. Auxiliar a subtrair-se à ação da autoridade autor de crime militar, a que é cominada pena de morte ou reclusão: Pena - detenção, até seis meses. Diminuição de pena 1º Se ao crime é cominada pena de detenção ou impedimento, suspensão ou reforma: Pena - detenção, até três meses. Isenção de pena 2º Se quem presta o auxílio é ascendente, descendente, cônjuge ou irmão do criminoso, fica isento da pena.
11,369;11,072;351;CPM;Favorecimento real;Favorecimento real Art. 351. Prestar a criminoso, fora dos casos de co-autoria ou de receptação, auxílio destinado a tornar seguro o proveito do crime: Pena - detenção, de três meses a um ano.
11,37;11,072;352;CPM;Inutilização,sonegação ou descaminho de material probante;Inutilização, sonegação ou descaminho de material probante Art. 352. Inutilizar, total ou parcialmente, sonegar ou dar descaminho a autos, documento ou objeto de valor probante, que tem sob guarda ou recebe para exame: Pena - detenção, de seis meses a três anos, se o fato não constitui crime mais grave. Modalidade culposa Parágrafo único. Se a inutilização ou o descaminho resulta de ação ou omissão culposa: Pena - detenção, até seis meses.
11,371;11,072;348;CPM;Publicidade opressiva;Publicidade opressiva Art. 348. Fazer pela imprensa, rádio ou televisão, antes da intercorrência de decisão definitiva em processo penal militar, comentário tendente a exercer pressão sôbre declaração de testemunha ou laudo de perito: Pena - detenção, até seis meses.
11,372;11,072;340;CPM;Recusa de função na Justiça Militar;Recusa de função na Justiça Militar Art. 340. Recusar o militar ou assemelhado exercer, sem motivo legal, função que lhe seja atribuída na administração da Justiça Militar: Pena - suspensão do exercício do pôsto ou cargo, de dois a seis meses.
11,386;10,688;"112, I; 115";8.069/90 (ECA);Advertência;"A ser vinculado à classe Apuração de Ato Infracional, APÓS a aplicação da medida de advertência, quando esta for a única aplicada. Art. 112. Verificada a prática de ato infracional, a autoridade competente poderá aplicar ao adolescente as seguintes medidas: I - advertência; Art. 115. A advertência consistirá em admoestação verbal, que será reduzida a termo e assinada. Inclusão determinada na reunião dos dias 17 e 18-09-2009."
11,387;10,688;121;8.069/90 (ECA);Internação com atividades externas;<<p>> A sua principal utiliza&ç&ão ser&á com a classe 1465-Execu&ç&ão de medidas s&ócio-educativas. Art. 121. A interna&ç&ão constitui medida privativa da liberdade, sujeita aos princ&ípios de brevidade, excepcionalidade e respeito &à condi&ç&ão peculiar de pessoa em desenvolvimento. &§ 1&º Ser&á permitida a realiza&ç&ão de atividades externas, a crit&ério da equipe t&écnica da entidade, salvo expressa determina&ç&ão judicial em contr&ário. &§ 2&º A medida n&ão comporta prazo determinado, devendo sua manuten&ç&ão ser reavaliada, mediante decis&ão fundamentada, no m&áximo a cada seis meses. &§ 3&º Em nenhuma hip&ótese o per&íodo m&áximo de interna&ç&ão exceder&á a tr&ês anos. &§ 4&º Atingido o limite estabelecido no par&ágrafo anterior, o adolescente dever&á ser liberado, colocado em regime de semi-liberdade ou de liberdade assistida. &§ 5&º A libera&ç&ão ser&á compuls&ória aos vinte e um anos de idade. &§ 6&º Em qualquer hip&ótese a desinterna&ç&ão ser&á precedida de autoriza&ç&ão judicial, ouvido o Minist&ério P&úblico. Inclus&ão determinada na reuni&ão dos dias 17 e 18-09-2009.<</p>>
11,388;10,688;121, § 1º, parte final;8.069/90 (ECA);Internação sem atividades externas;<<p>> A sua principal utiliza&ç&ão ser&á com a classe 1465-Execu&ç&ão de medidas s&ócio-educativas. Art. 121. A interna&ç&ão constitui medida privativa da liberdade, sujeita aos princ&ípios de brevidade, excepcionalidade e respeito &à condi&ç&ão peculiar de pessoa em desenvolvimento. &§ 1&º Ser&á permitida a realiza&ç&ão de atividades externas, a crit&ério da equipe t&écnica da entidade, salvo expressa determina&ç&ão judicial em contr&ário. Inclus&ão determinada na reuni&ão dos dias 17 e 18-09-2009.<</p>>
11,389;10,688;118;8.069/90 (ECA);Liberdade assistida;<<p>> A sua principal utiliza&ç&ão ser&á com a classe 1465-Execu&ç&ão de medidas s&ócio-educativas. Art. 118. A liberdade assistida ser&á adotada sempre que se afigurar a medida mais adequada para o fim de acompanhar, auxiliar e orientar o adolescente. &§ 1&º A autoridade designar&á pessoa capacitada para acompanhar o caso, a qual poder&á ser recomendada por entidade ou programa de atendimento. &§ 2&º A liberdade assistida ser&á fixada pelo prazo m&ínimo de seis meses, podendo a qualquer tempo ser prorrogada, revogada ou substitu&ída por outra medida, ouvido o orientador, o Minist&ério P&úblico e o defensor. Inclus&ão determinada na reuni&ão dos dias 17 e 18-09-2009.<</p>>
11,39;10,688;116;8.069/90 (ECA);Obrigação de reparar o dano;<<p>> A sua principal utiliza&ç&ão ser&á com a classe 1465-Execu&ç&ão de medidas s&ócio-educativas. Art. 116. Em se tratando de ato infracional com reflexos patrimoniais, a autoridade poder&á determinar, se for o caso, que o adolescente restitua a coisa, promova o ressarcimento do dano, ou, por outra forma, compense o preju&ízo da v&ítima. Par&ágrafo &único. Havendo manifesta impossibilidade, a medida poder&á ser substitu&ída por outra adequada. Inclus&ão determinada na reuni&ão dos dias 17 e 18-09-2009.<</p>>
11,391;10,688;117;8.069/90 (ECA);Prestação de serviços à comunidade;<<p>> A sua principal utiliza&ç&ão ser&á com a classe 1465-Execu&ç&ão de medidas s&ócio-educativas. Art. 117. A presta&ç&ão de servi&ços comunit&ários consiste na realiza&ç&ão de tarefas gratuitas de interesse geral, por per&íodo n&ão excedente a seis meses, junto a entidades assistenciais, hospitais, escolas e outros estabelecimentos cong&êneres, bem como em programas comunit&ários ou governamentais. Par&ágrafo &único. As tarefas ser&ão atribu&ídas conforme as aptid&ões do adolescente, devendo ser cumpridas durante jornada m&áxima de oito horas semanais, aos s&ábados, domingos e feriados ou em dias &úteis, de modo a n&ão prejudicar a freq&ü&ência &à escola ou &à jornada normal de trabalho. Inclus&ão determinada na reuni&ão dos dias 17 e 18-09-2009.<</p>>
11,392;10,688;120;8.069/90 (ECA);Semiliberdade;<<p>> A sua principal utiliza&ç&ão ser&á com a classe 1465-Execu&ç&ão de medidas s&ócio-educativas. Art. 120. O regime de semi-liberdade pode ser determinado desde o in&ício, ou como forma de transi&ç&ão para o meio aberto, possibilitada a realiza&ç&ão de atividades externas, independentemente de autoriza&ç&ão judicial. &§ 1&º S&ão obrigat&órias a escolariza&ç&ão e a profissionaliza&ç&ão, devendo, sempre que poss&ível, ser utilizados os recursos existentes na comunidade. &§ 2&º A medida n&ão comporta prazo determinado aplicando-se, no que couber, as disposi&ç&ões relativas &à interna&ç&ão. Inclus&ão determinada na reuni&ão dos dias 17 e 18-09-2009.<</p>>
11,41;3,603;8º;Lei n. 7853/89;Crimes contra portadores de deficiência;"Artigo 8º - Constitui crime punível com reclusão de 1 (um) a 4 (quatro) anos, e multa: I - recusar, suspender, procrastinar, cancelar ou fazer cessar, sem justa causa, a inscrição de aluno em estabelecimento de ensino de qualquer curso ou grau, público ou privado, por motivos derivados da deficiência que porta; II - obstar, sem justa causa, o acesso de alguém a qualquer cargo público, por motivos derivados de sua deficiência; III - negar, sem justa causa, a alguém, por motivos derivados de sua deficiência, emprego ou trabalho; IV - recusar, retardar ou dificultar internação ou deixar de prestar assistência médico-hospitalar e ambulatorial, quando possível, à pessoa portadora de deficiência; V - deixar de cumprir, retardar ou frustrar, sem justo motivo, a execução de ordem judicial expedida na ação civil a que alude esta Lei; VI - recusar, retardar ou omitir dados técnicos indispensáveis à propositura da ação civil objeto desta Lei, quando requisitados pelo Ministério Público."""
11,416;3,463;215;CP;Violação sexual mediante fraude;Aplicado a crimes praticados a partir de 10/08/2010. Violação sexual mediante fraude (Redação dada pela Lei nº 12.015, de 2009) Art. 215. Ter conjunção carnal ou praticar outro ato libidinoso com alguém, mediante fraude ou outro meio que impeça ou dificulte a livre manifestação de vontade da vítima: (Redação dada pela Lei nº 12.015, de 2009) Pena - reclusão, de 2 (dois) a 6 (seis) anos. (Redação dada pela Lei nº 12.015, de 2009) Parágrafo único. Se o crime é cometido com o fim de obter vantagem econômica, aplica-se também multa. (Redação dada pela Lei nº 12.015, de 2009)
11,417;3,463;217-A;CP;Estupro de vulnerável;Estupro de vulnerável (Incluído pela Lei nº 12.015, de 2009) Art. 217-A. Ter conjunção carnal ou praticar outro ato libidinoso com menor de 14 (catorze) anos: (Incluído pela Lei nº 12.015, de 2009) Pena - reclusão, de 8 (oito) a 15 (quinze) anos. (Incluído pela Lei nº 12.015, de 2009) § 1o Incorre na mesma pena quem pratica as ações descritas no caput com alguém que, por enfermidade ou deficiência mental, não tem o necessário discernimento para a prática do ato, ou que, por qualquer outra causa, não pode oferecer resistência. (Incluído pela Lei nº 12.015, de 2009) § 2o (VETADO) (Incluído pela Lei nº 12.015, de 2009) § 3o Se da conduta resulta lesão corporal de natureza grave: (Incluído pela Lei nº 12.015, de 2009) Pena - reclusão, de 10 (dez) a 20 (vinte) anos. (Incluído pela Lei nº 12.015, de 2009) § 4o Se da conduta resulta morte: (Incluído pela Lei nº 12.015, de 2009) Pena - reclusão, de 12 (doze) a 30 (trinta) anos.(Incluído pela Lei nº 12.015, de 2009)
11,418;3,463;218-A;CP;Satisfação de lascívia mediante presença de criança ou adolescente;Satisfação de lascívia mediante presença de criança ou adolescente (Incluído pela Lei nº 12.015, de 2009) Art. 218-A. Praticar, na presença de alguém menor de 14 (catorze) anos, ou induzi-lo a presenciar, conjunção carnal ou outro ato libidinoso, a fim de satisfazer lascívia própria ou de outrem: (Incluído pela Lei nº 12.015, de 2009) Pena - reclusão, de 2 (dois) a 4 (quatro) anos.%u201D (Incluído pela Lei nº 12.015, de 2009)
11,419;3,463;218-B;CP;Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável;"Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável (Incluído pela Lei nº 12.015, de 2009) Art. 218-B. Submeter, induzir ou atrair à prostituição ou outra forma de exploração sexual alguém menor de 18 (dezoito) anos ou que, por enfermidade ou deficiência mental, não tem o necessário discernimento para a prática do ato, facilitá-la, impedir ou dificultar que a abandone: (Incluído pela Lei nº 12.015, de 2009) Pena - reclusão, de 4 (quatro) a 10 (dez) anos. (Incluído pela Lei nº 12.015, de 2009) § 1o Se o crime é praticado com o fim de obter vantagem econômica, aplica-se também multa. (Incluído pela Lei nº 12.015, de 2009) § 2o Incorre nas mesmas penas: (Incluído pela Lei nº 12.015, de 2009) I - quem pratica conjunção carnal ou outro ato libidinoso com alguém menor de 18 (dezoito) e maior de 14 (catorze) anos na situação descrita no caput deste artigo; (Incluído pela Lei nº 12.015, de 2009) II - o proprietário, o gerente ou o responsável pelo local em que se verifiquem as práticas referidas no caput deste artigo. (Incluído pela Lei nº 12.015, de 2009) § 3o Na hipótese do inciso II do § 2o, constitui efeito obrigatório da condenação a cassação da licença de localização e de funcionamento do estabelecimento.(Incluído pela Lei nº 12.015, de 2009)"
11,42;3,463;228;CP;Favorecimento da prostituição ou outra forma de exploração sexual;Favorecimento da prostituição ou outra forma de exploração sexual (Redação dada pela Lei nº 12.015, de 2009) Art. 228. Induzir ou atrair alguém à prostituição ou outra forma de exploração sexual, facilitá-la, impedir ou dificultar que alguém a abandone: (Redação dada pela Lei nº 12.015, de 2009) Pena - reclusão, de 2 (dois) a 5 (cinco) anos, e multa. (Redação dada pela Lei nº 12.015, de 2009) § 1o Se o agente é ascendente, padrasto, madrasta, irmão, enteado, cônjuge, companheiro, tutor ou curador, preceptor ou empregador da vítima, ou se assumiu, por lei ou outra forma, obrigação de cuidado, proteção ou vigilância: (Redação dada pela Lei nº 12.015, de 2009) Pena - reclusão, de 3 (três) a 8 (oito) anos. (Redação dada pela Lei nº 12.015, de 2009) § 2º - Se o crime, é cometido com emprego de violência, grave ameaça ou fraude: Pena - reclusão, de quatro a dez anos, além da pena correspondente à violência. § 3º - Se o crime é cometido com o fim de lucro, aplica-se também multa.
11,421;3,463;231;CP;Tráfico internacional de pessoa para fim de exploração sexual;"Tráfico internacional de pessoa para fim de exploração sexual (Redação dada pela Lei nº 12.015, de 2009) Art. 231. Promover ou facilitar a entrada, no território nacional, de alguém que nele venha a exercer a prostituição ou outra forma de exploração sexual, ou a saída de alguém que vá exercê-la no estrangeiro. (Redação dada pela Lei nº 12.015, de 2009) Pena - reclusão, de 3 (três) a 8 (oito) anos. (Redação dada pela Lei nº 12.015, de 2009) § 1o Incorre na mesma pena aquele que agenciar, aliciar ou comprar a pessoa traficada, assim como, tendo conhecimento dessa condição, transportá-la, transferi-la ou alojá-la. (Redação dada pela Lei nº 12.015, de 2009) § 2o A pena é aumentada da metade se: (Redação dada pela Lei nº 12.015, de 2009) I - a vítima é menor de 18 (dezoito) anos; (Incluído pela Lei nº 12.015, de 2009) II - a vítima, por enfermidade ou deficiência mental, não tem o necessário discernimento para a prática do ato; (Incluído pela Lei nº 12.015, de 2009) III - se o agente é ascendente, padrasto, madrasta, irmão, enteado, cônjuge, companheiro, tutor ou curador, preceptor ou empregador da vítima, ou se assumiu, por lei ou outra forma, obrigação de cuidado, proteção ou vigilância; ou (Incluído pela Lei nº 12.015, de 2009) IV - há emprego de violência, grave ameaça ou fraude. (Incluído pela Lei nº 12.015, de 2009) § 3o Se o crime é cometido com o fim de obter vantagem econômica, aplica-se também multa. (Incluído pela Lei nº 12.015, de 2009)"
11,422;3,463;231-A;CP;Tráfico interno de pessoa para fim de exploração sexual;"Tráfico interno de pessoa para fim de exploração sexual (Redação dada pela Lei nº 12.015, de 2009) Art. 231-A. Promover ou facilitar o deslocamento de alguém dentro do território nacional para o exercício da prostituição ou outra forma de exploração sexual: (Redação dada pela Lei nº 12.015, de 2009) Pena - reclusão, de 2 (dois) a 6 (seis) anos. (Redação dada pela Lei nº 12.015, de 2009) § 1o Incorre na mesma pena aquele que agenciar, aliciar, vender ou comprar a pessoa traficada, assim como, tendo conhecimento dessa condição, transportá-la, transferi-la ou alojá-la. (Incluído pela Lei nº 12.015, de 2009) § 2o A pena é aumentada da metade se: (Incluído pela Lei nº 12.015, de 2009) I - a vítima é menor de 18 (dezoito) anos; (Incluído pela Lei nº 12.015, de 2009) II - a vítima, por enfermidade ou deficiência mental, não tem o necessário discernimento para a prática do ato; (Incluído pela Lei nº 12.015, de 2009) III - se o agente é ascendente, padrasto, madrasta, irmão, enteado, cônjuge, companheiro, tutor ou curador, preceptor ou empregador da vítima, ou se assumiu, por lei ou outra forma, obrigação de cuidado, proteção ou vigilância; ou (Incluído pela Lei nº 12.015, de 2009) IV - há emprego de violência, grave ameaça ou fraude. (Incluído pela Lei nº 12.015, de 2009) § 3o Se o crime é cometido com o fim de obter vantagem econômica, aplica-se também multa.(Incluído pela Lei nº 12.015, de 2009)"
11,431;11,43;305;Código Eleitoral;Intervenção Indevida de Autoridade Junto à Mesa Receptora;Art. 305. Intervir autoridade estranha à mesa receptora, salvo o juiz eleitoral, no seu funcionamento sob qualquer pretexto: Pena - detenção até seis meses e pagamento de 60 a 90 dias-multa.
11,432;11,43;306;Código Eleitoral;Não Observância de Chamamento de Eleitores para Votar;Art. 306. Não observar a ordem em que os eleitores devem ser chamados a votar: Pena - pagamento de 15 a 30 dias-multa.
11,433;11,43;310;Código Eleitoral;Práticas Irregulares que Determinam a Anulação da Votação;Art. 310. Praticar, ou permitir membro da mesa receptora que seja praticada, qualquer irregularidade que determine a anulação de votação, salvo no caso do Art. 311: Pena - detenção até seis meses ou pagamento de 90 a 120 dias-multa.
11,434;11,43;311;Código Eleitoral;Votação de Eleitor na Seção Eleitoral na qual Não Está Inscrito ou Autorizado a Votar;Art. 311. Votar em seção eleitoral em que não está inscrito, salvo nos casos expressamente previstos, e permitir, o presidente da mesa receptora, que o voto seja admitido: Pena - detenção até um mês ou pagamento de 5 a 15 dias-multa para o eleitor e de 20 a 30 dias-multa para o presidente da mesa
11,435;11,43;318;Código Eleitoral;Contagem de Votos de Eleitores em Relação aos quais Houve Impugnação;Art. 318. Efetuar a mesa receptora a contagem dos votos da urna quando qualquer eleitor houver votado sob impugnação (art. 190): Pena - detenção até um mês ou pagamento de 30 a 60 dias-multa. Art. 190. Não será efetuada a contagem dos votos pela mesa se esta não se julgar suficientemente garantida, ou se qualquer eleitor houver votado sob impugnação, devendo a mesa, em um ou outro caso, proceder na forma determinada para as demais, das zonas em que a contagem não foi autorizada.
11,436;11,43;340;Código Eleitoral;Fabricação, Aquisição, Fornecimento, Subtração ou Guarda de Materiais de Uso da Justiça Eleitoral;fornecer, ainda que gratuitamente, subtrair ou guardar urnas, objetos, mapas, cédulas ou papéis de uso exclusivo da Justiça Eleitoral: Pena - reclusão até três anos e pagamento de 3 a 15 dias-multa. Parágrafo único. Se o agente é membro ou funcionário da Justiça Eleitoral e comete o crime prevalecendo-se do cargo, a pena é agravada.
11,438;11,437;289;Código Eleitoral;Inscrição Fraudulenta;Art. 289. Inscrever-se fraudulentamente eleitor: Pena - Reclusão até cinco anos e pagamento de cinco a 15 dias-multa.
11,439;11,437;290;Código Eleitoral;Induzimento à Inscrição de Eleitor em Infração às Normas Legais;com infração de qualquer dispositivo dêste Código. Pena - Reclusão até 2 anos e pagamento de 15 a 30 dias-multa.
11,44;11,437;291;Código Eleitoral;Inscrição Fraudulenta Efetivada pelo Juiz;Art. 291. Efetuar o juiz, fraudulentamente, a inscrição de alistando. Pena - Reclusão até 5 anos e pagamento de cinco a quinze dias-multa.
11,441;11,437;292;Código Eleitoral;Negativa ou Retardamento de Inscrição sem Fundamento Legal;Art. 292. Negar ou retardar a autoridade judiciária, sem fundamento legal, a inscrição requerida: Pena - Pagamento de 30 a 60 dias-multa.
11,442;11,437;293;Código Eleitoral;Perturbação ou Impedimento de Alistamento;Art. 293. Perturbar ou impedir de qualquer forma o alistamento: Pena - Detenção de 15 dias a seis meses ou pagamento de 30 a 60 dias-multa.
11,443;11,437;296;Código Eleitoral;Promoção de Desordem nos Trabalhos Eleitorais;"Art. 296. Promover desordem que prejudique os trabalhos eleitorais; Pena - Detenção até dois meses e pagamento de 60 a 90 dias-multa."
11,444;11,437;303;Código Eleitoral;Majoração de Preços de Utilidade e Serviços Necessários à Realização das Eleições;Art. 303. Majorar os preços de utilidades e serviços necessários à realização de eleições, tais como transporte e alimentação de eleitores, impressão, publicidade e divulgação de matéria eleitoral. Pena - pagamento de 250 a 300 dias-multa
11,445;11,437;304;Código Eleitoral;Ocultação, Sonegação ou Recusa de Fornecimento de Utilidades, Alimentos e Transporte no Dia da Eleição;Art. 304. Ocultar, sonegar açambarcar ou recusar no dia da eleição o fornecimento, normalmente a todos, de utilidades, alimentação e meios de transporte, ou conceder exclusividade dos mesmos a determinado partido ou candidato: Pena - pagamento de 250 a 300 dias-multa
11,446;11,437;341;Código Eleitoral;Retardamento ou Não-Publicação de Decisões, Citações ou Intimações da Justiça Eleitoral;Art. 341 Retardar a publicação ou não publicar, o diretor ou qualquer outro funcionário de órgão oficial federal, estadual, ou municipal, as decisões, citações ou intimações da Justiça Eleitoral: Pena - detenção até um mês ou pagamento de 30 a 60 dias-multa.
11,447;11,437;342;Código Eleitoral;Não-Apresentação de Denúncia ou Não Execução de Sentença Penal Condenatória no Prazo Legal;Art. 342. Não apresentar o órgão do Ministério Público, no prazo legal, denúncia ou deixar de promover a execução de sentença condenatória: Pena - detenção até dois meses ou pagamento de 60 a 90 dias-multa.
11,448;11,437;343;Código Eleitoral;Não Cumprimento, pela Autoridade Judiciária, do Dever de Representar Contra o Órgão do Ministério que Não Oferece Denúncia no Prazo Legal;Art. 343. Não cumprir o juiz o disposto no § 3º do Art. 357: Pena - detenção até dois meses ou pagamento de 60 a 90 dias-multa. Art. 357. (...) § 3º Se o órgão do Ministério Público não oferecer a denúncia no prazo legal representará contra êle a autoridade judiciária, sem prejuízo da apuração da responsabilidade penal.
11,449;11,437;344;Código Eleitoral;Recusa ou Abandono do Serviço Eleitoral;Art. 344. Recusar ou abandonar o serviço eleitoral sem justa causa: Pena - detenção até dois meses ou pagamento de 90 a 120 dias-multa.
11,45;11,437;345;Código Eleitoral;Não Cumprimento dos Deveres Impostos pelo Código Eleitoral à Autoridade Judiciária e aos Funcionários da Justiça Eleitoral;Art. 345. Não cumprir a autoridade judiciária, ou qualquer funcionário dos órgãos da Justiça Eleitoral, nos prazos legais, os deveres impostos por êste Código, se a infração não estiver sujeita a outra penalidade: (Redação dada pela Lei nº 4.961, de 4.5.1966) Pena - pagamento de trinta a noventa dias-multa.(Redação dada pela Lei nº 4.961, de 4.5.1966)
11,451;11,437;346;Código Eleitoral;Utilização de Prédios ou Serviços de Repartições Públicas para Beneficiar Partido ou Organização de Caráter Político;Art. 346 . Violar o disposto no Art. 377: Pena - detenção até seis meses e pagamento de 30 a 60 dias-multa. Parágrafo único. Incorrerão na pena, além da autoridade responsável, os servidores que prestarem serviços e os candidatos, membros ou diretores de partido que derem causa à infração. Art. 377. O serviço de qualquer repartição, federal, estadual, municipal, autarquia, fundação do Estado, sociedade de economia mista, entidade mantida ou subvencionada pelo poder público, ou que realiza contrato com este, inclusive o respectivo prédio e suas dependências não poderá ser utilizado para beneficiar partido ou organização de caráter político. Parágrafo único. O disposto neste artigo será tornado efetivo, a qualquer tempo, pelo órgão competente da Justiça Eleitoral, conforme o âmbito nacional, regional ou municipal do órgão infrator mediante representação fundamentada partidário, ou de qualquer eleitor.
11,452;11,437;347;Código Eleitoral;Desobediência a Ordens ou Instruções da Justiça Eleitoral;Art. 347. Recusar alguém cumprimento ou obediência a diligências, ordens ou instruções da Justiça Eleitoral ou opor embaraços à sua execução: Pena - detenção de três meses a um ano e pagamento de 10 a 20 dias-multa.
11,453;11,437;3° e 11, I;Lei 6.091/74;Descumprimento do Dever de Informar o Número, Espécie e Lotação de Veículos e Embarcações;"Art. 3º - Até cinqüenta dias antes da data do pleito, os responsáveis por todas as repartições, órgãos e unidades do serviço público federal, estadual e municipal oficiarão à Justiça Eleitoral, informando o número, a espécie e lotação dos veículos e embarcações de sua propriedade, e justificando, se for o caso, a ocorrência da exceção prevista no § 1º do Art. 1º desta Lei. § 1º - Os veículos e embarcações à disposição da Justiça Eleitoral deverão, mediante comunicação expressa de seus proprietários, estar em condições de ser utilizados, pelo menos, vinte e quatro horas antes das eleições e circularão exibindo de modo bem visível, dístico em letras garrafais, com a frase: \\\""A serviço da Justiça Eleitoral\\\"". § 2º - A Justiça Eleitoral, à vista das informações recebidas, planejará a execução do serviço de transporte de eleitores e requisitará aos responsáveis pelas repartições, órgãos ou unidades, até trinta dias antes do pleito, os veículos e embarcações necessários. ............................................................... Art. 11 - Constitui crime eleitoral: I - descumprir, o responsável por órgão, repartição ou unidade do serviço público, o dever imposto no Art. 3, ou prestar informação inexata que vise a elidir, total ou parcialmente, a contribuição de que ele trata: Pena - detenção de quinze dias a seis meses e pagamento de 60 a 100 dias-multa; OBSERVAÇÃO: Art. 1º - Os veículos e embarcações, devidamente abastecidos e tripulados, pertencentes à União, Estados, Territórios e Municípios e suas respectivas autarquias e sociedades de economia mista, excluídos os de uso militar, ficarão à disposição da Justiça Eleitoral para o transporte gratuito de eleitores em zonas rurais, em dias de eleição. § 1º - Excetuam-se do disposto neste artigo os veículos e embarcações em número justificadamente indispensável ao funcionamento de serviço público insusceptível de interrupção."
