cod_assunto;cod_item_pai;artigo;dispositivo_legal;nome
11,259;11,224;226;CPM;Violação de domicílio
11,26;11,224;229;CPM;Violação de recato
11,261;11,224;230;CPM;Violação de segredo profissional
11,262;11,223;214;CPM;Calúnia
11,263;11,223;215;CPM;Difamação
11,264;11,223;216;CPM;Injúria
11,265;11,223;217;CPM;Injuria real
11,266;11,223;219;CPM;Ofensa às forças armadas
11,275;11,274;158;CPM;Violência contra militar de serviço
11,276;11,274;Art. 157;CPM;Violência contra superior
11,277;11,273;173;CPM;Abuso de requisição militar
11,278;11,273;167;CPM;Assunção de comando sem ordem ou autorização
11,279;11,273;168;CPM;Conservação ilegal de comando
11,28;11,273;176, caput e parágrafo único;CPM;Ofensa aviltante a inferior
11,281;11,273;169, caput e parágrafo único;CPM;Operação militar sem ordem superior
11,282;11,273;170;CPM;Ordem arbitrária de invasão
11,283;11,273;174;CPM;Rigor excessivo
11,284;11,273;172;CPM;Uso indevido de uniforme, distintivo ou insígnia militar por qualquer pessoa
11,285;11,273;171;CPM;Uso indevido por militar de uniforme, distintivo ou insígnia
11,286;11,273;175;CPM;Violência contra inferior
11,287;11,272;177;CPM;Resistência mediante ameaça ou violência
11,288;11,271;152;CPM;Conspiração
11,289;11,271;149;CPM;Motim
11,29;11,271;151;CPM;Omissão de lealdade militar
11,291;11,271;150;CPM;Organização de grupo para prática de violência
11,292;11,271;149, parágrafo único;CPM;Revolta
11,293;11,27;164;CPM;Oposição a ordem de sentinela
11,294;11,27;166;CPM;Publicação ou crítica indevida
11,295;11,27;163;CPM;Recusa a obediência
11,296;11,27;165;CPM;Reunião ilícita
11,297;11,269;182;CPM;Amotinamento
11,298;11,269;181;CPM;Arrebatamento de preso ou internado
11,299;11,269;180;CPM;Evasão de preso ou internado
11,3;11,269;178, caput e parágrafos;CPM;Fuga de preso ou internado
11,301;11,268;154;CPM;Aliciação para motim ou revolta
11,302;11,268;156;CPM;Apologia de fato criminoso ou do seu autor
11,303;11,268;155;CPM;Incitamento
11,304;11,267;162, caput e parágrafo único;CPM;Despojamento desprezível
11,305;11,267;160, parágrafo único;CPM;Desrespeito a comandante, oficial-general ou oficial de serviço
11,306;11,267;161;CPM;Desrespeito a símbolo nacional
11,307;11,267;160;CPM;Desrespeito a superior
11,315;11,314;303;CPM;Peculato
11,316;11,314;304;CPM;Peculato mediante aproveitamento ou erro de outrem
11,317;11,314;303,§2º;CPM;Peculato-furto
11,318;11,313;314;CPM;Certidão ou atestado ideologicamente falso
11,319;11,313;313;CPM;Cheques sem fundos
11,32;11,313;318;CPM;Falsa identidade
11,321;11,313;312;CPM;Falsidade ideológica
11,322;11,313;311;CPM;Falsificação de documento
11,323;11,313;316;CPM;Supressão de documento
11,324;11,313;315;CPM;Uso de documento falso
11,325;11,313;317;CPM;Uso de documento pessoal alheio
11,326;11,312;300;CPM;Desacato a assemelhado ou funcionário
11,327;11,312;299;CPM;Desacato a militar
11,328;11,312;298;CPM;Desacato a superior
11,329;11,312;301;CPM;Desobediência
11,33;11,312;302;CPM;Ingresso clandestino
11,331;11,311;339;CPM;Impedimento, perturbação ou fraude de concorrencia
11,332;11,311;338;CPM;Inutilização de edital ou de sinal oficial
11,333;11,311;337;CPM;Subtração ou inutilização de livro, processo ou documento
11,334;11,311;336;CPM;Tráfico de influência
11,335;11,311;335;CPM;Usurpação de função
11,336;11,31;330;CPM;Abandono de cargo
11,337;11,31;332;CPM;Abuso de confiança ou boa fé
11,338;11,31;331;CPM;Aplicação ilegal de verba ou dinheiro
11,339;11,31;322;CPM;Condescendência criminosa
11,34;11,31;329;CPM;Exercício funcional ilegal
11,341;11,31;321;CPM;Extravio, sonegação ou inutilização de livro ou documento
11,342;11,31;324;CPM;Inobservancia de lei, regulamento ou instrução
11,343;11,31;323;CPM;Não inclusão de nome em lista
11,344;11,31;328;CPM;Obstáculo à hasta pública, concorrência ou tomada de preços
11,345;11,31;334;CPM;Patrocínio indébito
11,346;11,31;319;CPM;Prevaricação
11,347;11,31;327;CPM;Violação de sigilo de proposta de concorrência
11,348;11,31;326;CPM;Violação de sigilo funcional
11,349;11,31;320;CPM;Violação do dever funcional com o fim de lucro
11,35;11,31;325;CPM;Violação ou divulgação indevida de correspondência ou comunicação
11,351;11,31;333;CPM;Violência arbitrária
11,352;11,309;309;CPM;Corrupção ativa
11,353;11,309;308;CPM;Corrupção passiva
11,354;11,309;310;CPM;Participação ilícita
11,355;11,308;305;CPM;Concussão
11,356;11,308;307;CPM;Desvio
11,357;11,308;306;CPM;Excesso de exação
11,358;11,072;345;CPM;Auto-acusação falsa
11,359;11,072;342;CPM;Coação
11,36;11,072;344;CPM;Comunicação falsa de crime
11,361;11,072;347;CPM;Corrupção ativa de testemunha, perito ou intérprete
11,362;11,072;343;CPM;Denunciação caluniosa
11,363;11,072;341;CPM;Desacato
11,364;11,072;349;CPM;Desobediência a decisão judicial
11,365;11,072;354;CPM;Desobediência a decisão sobre perda ou suspensão de atividade ou direito
11,366;11,072;353;CPM;Exploração de prestígio
11,367;11,072;346;CPM;Falso testemunho ou falsa perícia
11,368;11,072;350;CPM;Favorecimento pessoal
11,369;11,072;351;CPM;Favorecimento real
11,37;11,072;352;CPM;Inutilização,sonegação ou descaminho de material probante
11,371;11,072;348;CPM;Publicidade opressiva
11,372;11,072;340;CPM;Recusa de função na Justiça Militar
11,386;10,688;"112, I; 115";8.069/90 (ECA);Advertência
11,387;10,688;121;8.069/90 (ECA);Internação com atividades externas
11,388;10,688;121, § 1º, parte final;8.069/90 (ECA);Internação sem atividades externas
11,389;10,688;118;8.069/90 (ECA);Liberdade assistida
11,39;10,688;116;8.069/90 (ECA);Obrigação de reparar o dano
11,391;10,688;117;8.069/90 (ECA);Prestação de serviços à comunidade
11,392;10,688;120;8.069/90 (ECA);Semiliberdade
11,41;3,603;8º;Lei n. 7853/89;Crimes contra portadores de deficiência
11,416;3,463;215;CP;Violação sexual mediante fraude
11,417;3,463;217-A;CP;Estupro de vulnerável
11,418;3,463;218-A;CP;Satisfação de lascívia mediante presença de criança ou adolescente
11,419;3,463;218-B;CP;Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável
11,42;3,463;228;CP;Favorecimento da prostituição ou outra forma de exploração sexual
11,421;3,463;231;CP;Tráfico internacional de pessoa para fim de exploração sexual
11,422;3,463;231-A;CP;Tráfico interno de pessoa para fim de exploração sexual
11,431;11,43;305;Código Eleitoral;Intervenção Indevida de Autoridade Junto à Mesa Receptora
11,432;11,43;306;Código Eleitoral;Não Observância de Chamamento de Eleitores para Votar
11,433;11,43;310;Código Eleitoral;Práticas Irregulares que Determinam a Anulação da Votação
11,434;11,43;311;Código Eleitoral;Votação de Eleitor na Seção Eleitoral na qual Não Está Inscrito ou Autorizado a Votar
11,435;11,43;318;Código Eleitoral;Contagem de Votos de Eleitores em Relação aos quais Houve Impugnação
11,436;11,43;340;Código Eleitoral;Fabricação, Aquisição, Fornecimento, Subtração ou Guarda de Materiais de Uso da Justiça Eleitoral
11,438;11,437;289;Código Eleitoral;Inscrição Fraudulenta
11,439;11,437;290;Código Eleitoral;Induzimento à Inscrição de Eleitor em Infração às Normas Legais
11,44;11,437;291;Código Eleitoral;Inscrição Fraudulenta Efetivada pelo Juiz
11,441;11,437;292;Código Eleitoral;Negativa ou Retardamento de Inscrição sem Fundamento Legal
11,442;11,437;293;Código Eleitoral;Perturbação ou Impedimento de Alistamento
11,443;11,437;296;Código Eleitoral;Promoção de Desordem nos Trabalhos Eleitorais
11,444;11,437;303;Código Eleitoral;Majoração de Preços de Utilidade e Serviços Necessários à Realização das Eleições
11,445;11,437;304;Código Eleitoral;Ocultação, Sonegação ou Recusa de Fornecimento de Utilidades, Alimentos e Transporte no Dia da Eleição
11,446;11,437;341;Código Eleitoral;Retardamento ou Não-Publicação de Decisões, Citações ou Intimações da Justiça Eleitoral
11,447;11,437;342;Código Eleitoral;Não-Apresentação de Denúncia ou Não Execução de Sentença Penal Condenatória no Prazo Legal
11,448;11,437;343;Código Eleitoral;Não Cumprimento, pela Autoridade Judiciária, do Dever de Representar Contra o Órgão do Ministério que Não Oferece Denúncia no Prazo Legal
11,449;11,437;344;Código Eleitoral;Recusa ou Abandono do Serviço Eleitoral
11,45;11,437;345;Código Eleitoral;Não Cumprimento dos Deveres Impostos pelo Código Eleitoral à Autoridade Judiciária e aos Funcionários da Justiça Eleitoral
11,451;11,437;346;Código Eleitoral;Utilização de Prédios ou Serviços de Repartições Públicas para Beneficiar Partido ou Organização de Caráter Político
11,452;11,437;347;Código Eleitoral;Desobediência a Ordens ou Instruções da Justiça Eleitoral
11,453;11,437;3° e 11, I;Lei 6.091/74;Descumprimento do Dever de Informar o Número, Espécie e Lotação de Veículos e Embarcações
11,454;11,437;2° e 11, II;Lei 6.091/74;Desatendimento à Requisição de Veículo ou Embarcação
11,455;11,437;5°, 8°, 10 e 11, III;Lei 6.091/74;Descumprimento da Proibição de Fornecimento de Transporte ou Refeições a Eleitores
11,456;9,74;217-A;CP;Estupro de Vulnerável
11,457;9,74;228;CP;Favorecimento de Prostituição ou Outra Forma de Exploração Sexual
11,458;9,74;218-B;CP;Favorecimento de Prostituição ou Outra Forma de Exploração Sexual de Vulnerável
11,459;9,74;218-A;CP;Satisfação de Lascívia Mediante Presença de Criança ou Adolescente
11,46;9,74;231-A;CP;Tráfico Interno de Pessoa para Fim de Exploração Sexual
11,461;9,74;215;CP;Violação Sexual Mediante Fraude
11,464;11,437;4°, 8° e 11, IV;Lei 6.091/74;Obstamento do Transporte e Fornecimento de Alimentos a Eleitores pela Justiça Eleitoral
11,465;11,437;11, V e Parágrafo Único;Lei 6.091/74;Utilização de Veículos e Embarcações Públicas em Campanha Eleitoral
11,466;11,437;72,III;Lei 9.504/97;Dano a Equipamento Eleitoral
11,468;11,467;313;Código Eleitoral;Omissão na Expedição de Boletim de Apuração
11,469;11,467;314;Código Eleitoral;Omissão no Recolhimento das Cédulas Apuradas, no Fechamento e Lacração da Urna
11,47;11,467;315;Código Eleitoral;Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração
11,471;11,467;316;Código Eleitoral;Omissão no Recebimento e Registro de Protestos, bem como, de sua Remessa à Instância Superior
11,472;11,467;348;Código Eleitoral;Falsificação ou Alteração de Documento Público para Fins Eleitorais
11,473;11,467;350;Código Eleitoral;Falsidade Ideológica
11,474;11,467;352;Código Eleitoral;Reconhecimento Indevido de Firma ou Letras para Fins Eleitorais
11,475;11,467;353;Código Eleitoral;Uso de Documento Falso para Fins Eleitorais
11,476;11,467;354;Código Eleitoral;Obtenção de Documento Falso para Fins Eleitorais
11,477;11,467;68;Lei 9.504/97;Omissão da Entrega do Boletim de Urna
11,478;11,467;72, I;Lei 9.504/97;Obtenção de Acesso a Sistema de Dados Eleitorais
11,479;11,467;72, II;Lei N. 9.504/97;Destruição de Dados Eleitorais
11,48;11,467;87;Lei N. 9.504/97;Cerceamento da Fiscalização Partidária
11,481;11,467;87, caput e parágrafos 2° e 4°;Lei N. 9.504/97;Recusa de Entrega de Boletim
11,483;11,482;323;Código Eleitoral;Divulgação de Fatos Inverídicos na Propaganda Eleitoral
11,484;11,482;324;Código Eleitoral;Calúnia na Propaganda Eleitoral
11,485;11,482;324;Código Eleitoral;Divulgação de Falsa Imputação
11,486;11,482;325;Código Eleitoral;Difamação na Propaganda Eleitoral
11,487;11,482;326;Código Eleitoral;Injúria na Propaganda Eleitoral
11,488;11,482;326, par. 2°;Código Eleitoral;Injúria Eleitoral Violenta
11,489;11,482;331;Código Eleitoral;Inutilização, Alteração ou Perturbação de Propaganda
11,49;11,482;332;Código Eleitoral;Impedimento do Exercício da Propaganda
11,491;11,482;334;Código Eleitoral;Utilização de Organização Comercial para Propaganda ou Aliciamento de Eleitores
11,492;11,482;335;Código Eleitoral;Realização de Propaganda Eleitoral em Língua Estrangeira
11,493;11,482;337;Código Eleitoral;Participação de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral
11,494;11,482;337;Código Eleitoral;Autorização de Transmissão de Pessoa Não Detentora de Direitos Políticos em Atividades Partidárias e de Propaganda Eleitoral
11,495;11,482;33, parágrafo 4°;Lei N. 9.504/97;Pesquisa Fraudulenta
11,496;11,482;40;Lei N. 9.504/97;Uso, na Propaganda Eleitoral, de Símbolo de Órgãos de Governo
11,498;11,497;295;Código Eleitoral;Retenção de Título Eleitoral ou do Comprovante de Alistamento Eleitoral
11,499;11,497;297;Código Eleitoral;Impedimento ou Embaraço ao Exercício do Sufrágio
11,5;11,497;298;Código Eleitoral;Prisão ou Detenção do Eleitor, Membro de Mesa Receptora, Fiscal, Delegado de Partido ou Candidato, Fora das Hipóteses Legais Permitidas
11,501;11,497;299;Código Eleitoral;Corrupção Eleitoral
11,502;11,497;300;Código Eleitoral;Coação Visando a Obtenção de Voto ou a sua Abstenção
11,503;11,497;301;Código Eleitoral;Violência ou Grave Ameaça Visando a Obtenção de Voto ou a sua Abstenção
11,504;11,497;302;Código Eleitoral;Concentração de Eleitores para Embaraçar ou Fraudar o Exercício do Voto
11,505;11,497;307;Código Eleitoral;Fornecimento ao Eleitor de Cédula Oficial Já Assinalada ou Marcada
11,506;11,497;308;Código Eleitoral;Fornecimento de Cédula Eleitoral Rubricada a Destempo
11,507;11,497;309;Código Eleitoral;Votação Múltipla ou Realizada em Lugar de Outrem
11,508;11,497;312;Código Eleitoral;Violação do Sigilo do Voto
11,509;11,497;317;Código Eleitoral;Violação do Sigilo da Urna ou dos Invólucros
11,51;11,497;339;Código Eleitoral;Destruição, Supressão ou Ocultação de Urna Contendo Votos ou Documentos Eleitorais
11,511;11,497;5°;Lei N. 7.021/82;Destruição de Relação de Candidatos
11,512;11,497;39, parágrafo 5º, I;Lei 9.504/97;Uso Proibido de Alto-Falantes
11,513;11,497;39, parágrafo 5°, II;Lei N. 9.504/97;Arregimentação de Eleitor ou Boca de Urna
11,514;11,497;39, parágrafo 5°, III;Lei N. 9.504/97;Divulgação de Propaganda Eleitoral no Dia da Eleição
11,515;11,497;91, parágrafo único;Lei N. 9.504/97;Retenção de Título ou Comprovante de Alistamento Eleitoral
11,518;11,517;319;Código Eleitoral;Subscrição de Mais de Uma Ficha de Filiação Partidária
11,519;11,517;320;Código Eleitoral;Inscrição Simultânea em Dois ou Mais Partidos
11,52;11,517;321;Código Eleitoral;Coleta de Assinatura em Mais de Uma Ficha de Registro Partidário
11,521;11,517;338;Código Eleitoral;Preterição à Prioridade Postal
11,522;11,517;25;Lei Complementar N. 64/90;Arguição de Ineligibilidade Temerária ou de Má-Fé
11,523;11,517;34, parágrafos 1° e 2°;Lei N. 9.504/97;Não-Acesso dos Partidos aos Dados Relativos às Pesquisas Eleitorais
11,524;11,517;Art. 34, parágrafos 1°, 2° e 3°;Lei N. 9.504/97;Irregularidades dos Dados Publicados em Pesquisas Eleitorais
11,558;11,557;73 a 78;Lei N. 9.504/97;Conduta Vedada a Agente Público
11,559;11,557;1°;Lei N. 8.429/92;Improbidade Administrativa
11,56;11,557;194 e 198;Código de Processo Civil;Descumprimento de Prazos Eleitorais
11,561;11,557;102, I, l da CF/88 e 15, parágrafo único, V do RITSE;Contituição Federal e Regimento Interno do TSE (RITSE);Garantia de Autoridade de Decisão do Tribunal
11,563;11,562;72 e 73;Lei Complementar N. 35/79;Afastamento de Magistrado
11,564;11,562;32;Código Eleitoral;Designação de Juiz Eleitoral
11,565;11,562;23, XI e 25, §§ 1° ao 6°;Código Eleitoral;Lista Tríplice
11,567;11,566;11 e 12;Lei N. 8.112/90;Concurso Público
11,568;11,566;36;Lei N. 8.112/90;Remoção de Servidor
11,57;11,569;1°;Lei N. 6.999/82;Requisição de Servidor
11,571;11,569;2°, § 1°;Lei N. 6.999/82;Requisição de Servidor - Renovação de Requisição de Servidor
11,573;11,557;30, XII;Lei N. 4.737/65;Requisição de Força Federal
11,575;11,574;71;Código Eleitoral;Alistamento Eleitoral - Cancelamento
11,576;11,574;42, parágrafo único;Código Eleitoral;Alistamento Eleitoral - Domicílio Eleitoral
11,577;11,574;71, III;Código Eleitoral;Alistamento Eleitoral - Duplicidade/Pluralidade
11,578;11,574;74;Código Eleitoral;Alistamento Eleitoral - Exclusão
11,579;11,574;42;Código Eleitoral;Alistamento Eleitoral - Inscrição Eleitoral
11,581;11,58;45, § 7º;Código Eleitoral;Impugnação - Inscrição Eleitoral
11,582;11,58;57;Código Eleitoral;Impugnação - Transferência de Domicílio Eleitoral
11,586;11,585;14, §§ 1° e 2° da CF/88 e 42 do CE;Constituição Federal e Código Eleitoral;Condição de Elegibilidade - Alistamento Eleitoral
11,587;11,585;9°;Lei N. 9.504/97;Condição de Elegibilidade - Domicílio Eleitoral na Circunscrição
11,588;11,585;14, § 3º, VI;Constituição Federal;Condição de Elegibilidade - Idade Mínima
11,589;11,585;9°;Lei N. 9.504/97;Condição de Elegibilidade - Filiação Partidária
11,59;11,585;14, § 3º, I;Constituição Federal;Condição de Elegibilidade - Nacionalidade Brasileira
11,591;11,585;14, § 3°, II;Constituição Federal;Condição de Elegibilidade - Pleno Exercício dos Direitos Políticos
11,592;11,585;11, § 7°;Lei N. 9.504/97;Condição de Elegibilidade - Quitação Eleitoral
11,593;11,584;58;Lei N. 9.504/97;Direito de Resposta
11,594;11,584;15;Lei N. 9.504/97;Identificação Numérica de Candidato
11,596;11,595;1°, I, d;Lei Complementar N. 64/90;Inelegibilidade - Abuso do Poder Econômico ou Político
11,597;11,595;14, § 4° da CF e 1°, I, a da Lei Complementar N. 64/90;Constituição Federal e Lei Complementar N. 64/90;Inelegibilidade - Analfabetismo
11,598;11,595;1°, I, e;Lei Complementar N. 64/90;Inelegibilidade - Condenação Criminal por órgão colegiado ou Transitada em Julgado
11,599;11,595;1°, I, f;Lei Complementar N. 64/90;Inelegibilidade - Declaração de Indignidade ou de Incompatibilidade com o Oficialato
11,6;11,595;1°, II a VII e §§ 1º e 2º;Lei Complementar N. 64/90;Inelegibilidade - Desincompatibilização
11,601;11,595;"14, §§ 2º e 4º da CF/88; 5°, II do CE e 1°, I, a da Lei Complementar N. 64/90";Constituição Federal, Código Eleitoral e Lei Complementar N. 64/90;Inelegibilidade - Inalistável
11,602;11,595;14, § 7º da CF/88 e 1°, § 3º da Lei Complementar N. 64/90;Constituição Federal e Lei Complementar N. 64/90;Inelegibilidade - Parentesco
11,603;11,595;14, § 5º;Constituição Federal;Inelegibilidade - Reeleição
11,604;11,595;1°, I, g;Lei Complementar N. 64/90;Inelegibilidade - Rejeição de Contas Públicas
11,605;11,595;22, XIV;Lei Complementar N. 64/90;Inelegibilidade - Representação ou Ação de Investigação Judicial Eleitoral Jugada Procedente pela Justiça Eleitoral
11,606;11,595;14, § 5º;Constituição Federal;Inelegibilidade - Terceiro Mandato
11,607;11,595;14, § 9º;Constituição Federal;Inelegibilidade - Vida Pregressa
11,608;11,595;14, § 7º;Constituição Federal;Inelegibilidade - Vínculo Afetivo
11,609;11,595;14, § 7º da CF/88 e 1º, § 3º da Lei Complementar N. 64/90;Constituição Federal e Lei Complementar N. 64/90;Inelegibilidade - Vínculo Conjugal
11,61;11,595;14, § 7º;Constituição Federal;Inelegibilidade - Vínculo em União Estável
11,612;11,611;12, § 1°;Lei N. 9.504/97;Nome do Candidato - Homonímia
11,613;11,611;12;Lei N. 9.504/97;Nome do Candidato - Variação Nominal
11,614;11,584;20;Lei N. 9.504/97;Prestação de Contas - De Candidato
11,616;11,615;3º;Lei Complementar N. 64/90;Impugnação ao Registro de Candidatura
11,617;11,615;10, § 5º;Lei N. 9.504/97;Registro de Candidatura - Preenchimento de Vaga Remanescente
11,618;11,615;11;Lei N. 9.504/97;Registro de Candidatura - RRC - Candidato
11,619;11,615;11, § 4º;Lei N. 9.504/97;Registro de Candidatura - RRCI - Candidato Individual
11,621;11,62;13;Lei N. 9.504/97;Registro de Candidatura - Substituição de Candidato - Por Cancelamento de Registro
11,622;11,62;64;Resolução TSE - 22.717/2008;Registro de Candidatura - Substituição de Candidato - Por Cassação de Registro
11,623;11,62;13 e 14;Lei N. 9.504/97;Registro de Candidatura - Substituição de Candidato - Por Expulsão Partidária
11,624;11,62;13;Lei N. 9.504/97;Registro de Candidatura - Substituição de Candidato - Por Falecimento
11,625;11,62;13;Lei N. 9.04/97;Registro de Candidatura - Substituição de Candidato - Por Indeferimento de Registro
11,626;11,62;13;Lei N. 9.504/97;Registro de Candidatura - Substituição de Candidato - Por Ineligibilidade
11,627;11,62;13;Lei N. 9.504/97;Registro de Candidatura - Substituição de Candidato - Por Renúncia
11,629;11,628;1°, parágrafo único, I;Lei N. 9.504/97;Cargo - Deputado Distrital
11,63;11,628;85 do Código Eleleitoral e 1°, parágrafo único, I da Lei N. 9.504/97;Código Eleitoral e Lei N. 9.504/97;Cargo - Deputado Estadual
11,631;11,628;85 do CE e 1°, parágrafo único, I da Lei N. 9.504/97;Código Eleitoral e Lei N. 9.504/97;Cargo - Deputado Federal
11,632;11,628;85 do CE e 1°, parágrafo único, I e 2° da Lei N. 9.504/97;Código Eleitoral e Lei N. 9.504/97;Cargo - Governador
11,633;11,628;83 do CE e 1°, parágrafo único, II da Lei N. 9.504/97;Código Eleitoral e Lei N. 9.504/97;Cargo - Prefeito
11,634;11,628;85 do CE e 1°, parágrafo único, I e 2° da Lei N. 9.504/97;Código Eleitoral e Lei N. 9.504/97;Cargo - Presidente da República
11,635;11,628;46, §3°;Constituição Federal;Cargo - Primeiro Suplente de Senador
11,636;11,628;46, §3°;Constituição Federal;Cargo - Segundo Suplente de Senador
11,637;11,628;85 do CE e 1°, parágrafo único, I da Lei N. 9.504/97;Código Eleitoral e Lei N. 9.504/97;Cargo - Senador
11,638;11,628;83 do CE e 1°, parágrafo único, II da Lei N. 9.504/97;Código Eleitoral e Lei N. 9.504/97;Cargo - Vereador
11,639;11,628;85 do CE e 1°, parágrafo único, I da Lei N. 9.504/97;Código Eleitoral e Lei N. 9.504/97;Cargo - Vice-Governador
11,64;11,628;83 do CE e 1°, parágrafo único, II da Lei N. 9.504/97;Código Eleitoral e Lei N. 9.504/97;Cargo - Vice-Prefeito
11,641;11,628;85 do CE e 1°, parágrafo único, I da Lei N. 9.504/97;Código Eleitoral e Lei N. 9.504/97;Cargo - Vice-Presidente da República
11,642;11,583;1°;Lei N. 9.504/97;Eleições - 1° Turno
11,643;11,583;2°, §1°;Lei N. 9.504/97;Eleições - 2° Turno
11,644;11,583;224;Código Eleitoral;Eleições - Anulação de Eleições
11,645;11,583;2° e 3°, caput e §2°;Lei N. 9.504/97;Eleições - Eleição Majoritária
11,646;11,583;5°;Lei N. 9.504/97;Eleições - Eleição Proporcional
11,647;11,583;187, 201, 212, 217;Código Eleitoral;Eleições - Eleição Suplementar
11,649;11,648;33, § 4°;Lei N. 9.504/97;Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Fraudulenta
11,65;11,648;33, § 3°;Lei N. 9.04/97;Pesquisa Eleitoral - Divulgação de Pesquisa Eleitoral Sem Prévio Registro
11,651;11,648;33, caput e § 1°;Lei N. 9.504/97;Pesquisa Eleitoral - Registro de Pesquisa Eleitoral
11,653;11,652;39-A;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Adesivo
11,654;11,652;39, §3°;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Alto-falante/Amplificador de Som
11,655;11,652;37, caput e §2°;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Banner/Cartaz/Faixa
11,656;11,652;37, §2º;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Bem Particular
11,657;11,652;37, caput e §2°;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Bem Particular de Uso Comum
11,658;11,652;37;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Bem Público
11,659;11,652;63;Lei N. 9.608/98;Propaganda Política - Propaganda Eleitoral - Bem Tombado
11,66;11,652;39, §5°, II;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Boca de Urna
11,661;11,652;37, §6°;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Cavalete
11,662;11,652;39, §§ 4° e 7°;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Comício/Showmício
11,663;11,652;56;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Conduta Vedada a Emissora de Rádio/Televisão na Programação Normal
11,664;11,652;39, §6º;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Confecção, Utilização ou Distribuição de Brinde
11,665;11,652;243, VIII do CE e 41 da Lei N. 9.504/97;Código Eleitoral e Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Contrariedade à Lei de Postura Municipal
11,666;11,652;46;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Debate Político
11,667;11,652;36, §3° e 36-A;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Extemporânea/Antecipada
11,668;11,652;38;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Folhetos/Volantes/Santinhos/Impressos
11,67;11,669;47,49 e 50;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Distribuição de Tempo de Propaganda
11,671;11,669;51;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Inserções de Propaganda
11,672;11,669;47, caput e 49;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Horário Eleitoral Gratuito/Programa em Bloco
11,673;11,669;44;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Rádio
11,674;11,669;1° da Lei N. 9.612/98 e 71 da Resolução - TSE 22.718/2008;Lei N. 9.612/98 e Resolução - TSE 22.718/2008;Propaganda Política - Propaganda Eleitoral - Rádio Comunitária
11,675;11,669;44;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Televisão
11,676;11,669;53-A;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Invasão de Horário Destinado a Outro Cargo/Partido/Coligação
11,677;11,652;43;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Imprensa Escrita - Jornal/Revista/Tabloide
11,678;11,652;43;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Inobservância do Limite Legal
11,679;11,652;57-A a 57-I;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Internet
11,68;11,652;242;Código Eleitoral;Propaganda Política - Propaganda Eleitoral - Omissão de Informações Obrigatórias
11,681;11,652;39, §8º;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Outdoors
11,682;11,652;37, caput e § 2º;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Pintura em Muro
11,683;11,652;45, II e § 4°;Lei N. 9.504/97;Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial
11,685;11,684;30-A;Lei N. 9.504/97;Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral
11,687;11,686;29, III e IV;Lei N. 9.504/97;Prestação de Contas - De Comitê Financeiro
11,689;11,688;19, §§ 2º e 3º;Lei N. 9.504/97;Registro de Comitê Financeiro - Eleição Majoritária
11,69;11,688;19, §§ 2º e 3º;Lei N. 9.504/97;Registro de Comitê Financeiro - Eleição Proporcional
11,691;11,688;19, §§ 1º e 3º;Lei N. 9.504/97;Registro de Comitê Financeiro - Único
11,695;11,694;30, I;Lei N. 9.504/97;Contas - Aprovação das Contas
11,696;11,694;30, II;Lei N. 9504/97;Contas - Aprovação das Contas com Ressalvas
11,697;11,693;30, III;Lei N. 9.504/97;Contas - Desaprovação/Rejeição das Contas
11,698;11,692;30, IV;Lei N. 9.504/97;Contas - Não Apresentação das Contas
